name,price,url,description_intro,"""VICTOR",***FREE***,***PREORDER,*NEW RELEASE,- EFFORTLESS SHUTTLE FLIGHT WITH EASY SWING AND POWER,20,3U BADMINTON RACKET,3U: MAXIMUM RECOMMENDED TENSION,4U: MAXIMUM RECOMMENDED TENSION,6.4MM SLIM SHAFT STRUCTURE,6.6MM HIGH ELASTIC SLIM CONTROL SHAFT,6.6MM HIGH ELASTIC SLIM SHAFT,6.8MM SLIM SHAFT,<<<DISCONTINUED LEGACY ITEM,A DESIGN BREAKTHROUGH,ADVANCED CARBON FIBER CONSTRUCTION,AERODYNAMIC CROSS-SECTION SYSTEM,AERODYNAMIC CROSS-SECTION SYSTEM & LOW WIND RESISTANCE FRAME,AERODYNAMIC FRAME PROFILE,AGILE & FLEXIBLE DESIGN,ARS-LF80 | ARS,BALANCE,BALANCE POINT,BOOST,BOX FRAME DESIGN,CASE,CAUTION,CHARACTERISTICS,CLASSIC BRAVESWORD BALANCE AND FEEL,COLOR,COMBAT,COMPOSITION,COMPOUND-SWORD,COMPREHENSIVE SHOCK ABSORPTION,CONICAL DYNAMIC TAPER SHAFT,CONICAL FRAME,DESCRIPTIONS,DESIGNED FOR,"DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC","DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERODYNAMIC",DRIVE,DYNAMIC FRAME,DYNAMIC FRAME SYSTEM,ELASTIC REBOUND SYSTEM,ELASTIC SHAFT & SHAFT TORSION CONTROL,ETA,EXPLOSIVE TAPER,FLEX,FRAME,FRAME MATERIAL,FRAME SHAPE,FREE CORE,FRTP TECH,FULL LENGTH,GIFT BOX INCLUDE,GIFT BOX INCLUDES,GRAVITY TRANSFER SYSTEM,GRIP,GRIP LENGTH,GRIP SIZE,HARD CORED TECHNOLOGY,HARD WIND WHEEL FRAME,HARD-CORED TECHNOLOGY,HDF SHOCK ABSORPTION SYSTEM / CUBIC LOCKING,HIGH DENSITY COMPOSITE SHOCK ABSORPTION SYSTEM,HIGH ELASTIC CARBON FIBER (FRAME & SHAFT MATERIAL),HIGH-DENSITY SHOCK ABSORPTION SYSTEM,HIGHLIGHTS,HOT MELT TECHNOLOGY,HYBRID-ON,INCLUDES,INNOVATIVE NANO RESIN TECHNOLOGY,INSPIRED BY THE MARVEL SUPERHERO,INSTINCT,ISOMETRIC,JOINT,KEYWORD,LAUNCH DATE,LENGTH,LOW WIND RESISTANCE FRAME,MADE IN,MATERIAL,MAXIMUM RACKET TENSION,METALLIC CARBON FIBER,MULTI-DIMENSIONAL COMPOSITE CONTROL SYSTEM,MUSCLE POWER FRAME,NET QUANTITY,NEXT-GEN FRAME,NOTE,OTHERS,OVERALL LENGTH,PLAYER LEVEL,PLAYER TYPE,POWER-BIASED CONTROL DESIGN,POWERBOX,POWERRING,PREORDER ONLY,PRESSURE SHOCK ABSORPTION SYSTEM,PRODUCT,PRODUCT CODE,PRODUCT LAUNCH DATE,PRODUCT RANGE,PRODUCT TYPE,PYROFIL,RACKET CASES CAN BE PURCHASED HERE,RACKET GRIP SIZE,REBOUND-TRANSITION CONSTRUCTION,RECOMMENDED STRING TENSION,RELEASE,RELEASE DATE,SET INCLUDES,SEVENTYSIX-76,SHAFT,SHAFT FLEXIBILITY,SHAFT MATERIAL,SHAFT THICKNESS,SHAFT THICKNESS MM,SHOCK ABSORPTION HANDLE & DUAL/COMPOSITE SHOCK ABSORPTION SYSTEM,SOFT FLEX SHAFT,SOLID HYPER-ELASTIC SHAFT,SONIC-REBOUND TECHNOLOGY,SPEAR 93 BADMINTON RACKET,STABLE TAPER CONE,STIFFNESS,STRING,STRING TENSION,STRING TENSION LBS,STRINGING SERVICE,STRINGING TENSION,STRINGS,STYLE CODE,TENSION,"THE ""YINGCREDIBLE",THE COMPOUND FRAME DESIGN CAN BE DIVIDED INTO THREE MAJOR PARTS,THE NEW LI-NING AXFORCE 100,THE NEW LI-NING AXFORCE 100 (AYPV039),TOUGH STRUCTURE,"TRI-FORMATION: DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC",TYPE,ULTRA-LIGHTWEIGHT CONSTRUCTION,VICTOR BRAVE SWORD TECHNOLOGY SUPER INSIDER WAVE TECHNOLOGY COMBINED WITH BRAVE SWORD TECHNOLOGY,"VICTOR｜ULTRAMAN COLLECTION FEATURES AN COLLABORATION SERIES OF RACKETS, SHOES, BAGS, APPAREL, AND ACCESSORIES",WEIGHT,WEIGHT / GRIP SIZE,WES,WORLD WIDE LAUNCH DATE
Victor Brave Sword 12 Unstrung Badminton Racket [Royal Blue],$184.95 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brave-sword-12-badminton-racket,,,,,,,,,28lbs,26lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675 mm Balance：HH○○●○○HL (HH=Head Heavy—HL=Head Light) Shaft Stiffness：S○○●○○F Frame Material : Ultra high modulus graphite+Nano Resin Shaft Material: Ultra high modulus graphite+Nano Resin +7.0 shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3U / 4U,,,
Victor Brave Sword 12 New Unstrung Badminton Racket [Copper],$184.95 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brave-sword-12-new-badminton-racket,,,,,,,,,28lbs,26lbs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675 mm Color : W (Copper) Balance：HH○○●○○HL (HH=Head Heavy—HL=Head Light) Shaft Stiffness：S○○●○○F Frame Material : High Resilience Modulus Graphite + Nano Resin Shaft Material: High Resilience M odulus Graphite + Nano Resin +7.0 shaft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4U,,,
Victor Brave Sword 12 Pro Unstrung Badminton Racket [Midnight Blue] BRS-12-PRO-B,$209.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brave-sword-12-pro-unstrung-badminton-racket-blue-brs-12-pro,"Victor Brave Sword 12 Pro – a modern evolution of the iconic BRS-12, launched in celebration of Victor’s 55th anniversary. This updated version retains the speed and versatility players loved in the original, now enhanced with advanced tech like the Free Core handle , Nano Tec construction , and the signature Sword frame for faster swings and better control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Brave Sword 12 SE Unstrung Badminton Racket [Midnight Blue],$229.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brave-sword-12-se-unstrung-badminton-racket-midnight-blue,Victor Brave Sword 12 SE Unstrung Badminton Racket [Midnight Blue] Color: Midnight Blue Weight / Grip Size: 4U / G5 String tension LBS: 4U≦28 lbs(12.5kg),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High Resilience Modulus Graphite + HARD CORED TECHNOLOGY + Nano Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Brave Sword 12L Unstrung Badminton Racket [White],$189.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brave-sword-12l-badminton-racket,Perfectly balanced racket featuring a thin grip allowing fast attacking play. Made in China Racket Response Indicator： bs12l | bs12l | bravesword 12l | brave sword 12l | brave sword | VICTOR勝利 | 亮劍 | Bravesword | BRS | badminton racket | brs-12light | brs12light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor BRS-LTD-PRO Unstrung Badminton Racket [Red],$189.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-brs-ltd-pro-unstrung-badminton-racket-red,"The BRS-LTD-PRO, a beacon of innovation, designed for players who demand the exceptional balance and agility of the classic Bravesword line, now reimagined with state-of-the-art materials for the modern game. Step into the court with confidence and let the BRS-LTD-PRO transform your game with its perfect blend of traditional agility and modern technological prowess. Whether you're competing at a high level or playing for the love of the game, this racket is built to elevate your performance to new heights. Order your BRS-LTD-PRO today and experience the evolution of badminton craftsmanship. Your journey towards badminton excellence starts now.",,,,,,,,,,,,,,,,,,,,,,Head Light,,,,,,,"The BRS-LTD-PRO continues the legacy of the Bravesword series, known for its unmatched balance and swift response, enabling precision and power in every stroke.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Elevate your game with the latest in racket material innovation. The inclusion of Nano Resin enhances the racket's durability and flexibility, providing a smoother, more powerful playing experience without increasing weight.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medium,,,,,,,,,,,,,,,,,,,,,,
Victor C-7044 Outdoor Badminton Racket Set,$26.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-c-7044-outdoor-badminton-racket-set,"The C-7044 badminton racket set is great for recreational play at social gatherings. Picnics, barbecues, or even in your own backyard! family play | rec | beginner | badminton | outside | victor sport | C-7044 | badminton set |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2 badminton rackets with tempered steel shafts, two nylon shuttlecocks, and a net",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Challenger 9500 PRO Strung Badminton Racket CHA-9500PRO,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-challenger-9500-pro-badminton-racket-cha-9500pro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Crown Collection Pro Unstrung Racket Box Set [White],$144.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-crown-collection-pro-unstrung-racket-box-set-white,"Gift Box includes: If you want to have the included strings strung on this racket, labor fee of $17 will apply. Response POWER BOX: The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR Drive X - Light Fighter 60 Pre-Strung Badminton Racket (Ultra Light),$109.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drive-x-light-fighter-60-ultra-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 10Metallic B Unstrung Badminton Racket [Limoges Blue],$249.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-10metallic-b-unstrung-badminton-racket-limoges-blue,3U:≦ 29 lbs(13Kg) 4U:≦ 28 lbs(12.5Kg) RESPONSE Made in Taiwan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience.",,,,,,,,,,,"Inspired by military helicopters, this is a multilayered structure made with carbon fibre, composites and minimal material size, reinforcing handling feel and performance at critical times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 12 Unstrung Badminton Racket [Orange] DX-12-O,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-12-unstrung-badminton-racket-orange-dx-12-o,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Inspired by military helicopters, this is a multilayered structure made with carbon fibre, composites and minimal material size, reinforcing handling feel and performance at critical times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 1A Prestrung Badminton Racket [Moonlighy White] DX-1-A,$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-1a-badminton-racket-white-dx-1-a,"Made in china FREE CORE Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR DriveX 7SP Strung badminton racket [Electrum],$149.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-7sp-strung-badminton-racket-electrum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 888H Strung Badminton Racket [Black] DX-888H-C,$59.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-888h-strung-badminton-racket-black-dx-888h-c,Graphite + Resin Graphite + Resin + 6.8 Shaft Victor | DriveX | drive-x | drive x | dx | DriveX 馭 | | 2022 | badminton racket | VICTOR勝利 | strung | DX888H | DX 888 H | DX-888H C | blk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 888H Strung Badminton Racket [Blue] DX-888H-F,$69.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-888h-strung-badminton-racket-blue-dx-888h-f,Graphite + Resin Graphite + Resin + 6.8 Shaft Victor | DriveX | drive-x | drive x | dx | DriveX 馭 | | 2022 | badminton racket | VICTOR勝利 | strung | DX888H | DX 888 H | DX-888H F | blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX 9X Unstrung Badminton Racket,$161.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-9x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor DriveX Metallic C Unstrung Badminton Racket [Starshine Black],$169.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-drivex-metallic-c-unstrung-badminton-racket-starshine-black,4U:≦ 28 lbs(12.5Kg) RESPONSE Made in china,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience.",,,,,,,,,,,"Inspired by military helicopters, this is a multilayered structure made with carbon fibre, composites and minimal material size, reinforcing handling feel and performance at critical times.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"carbon fibre and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bonds ultra-light offers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed 11D Unstrung Badminton Racket [Red] JS-11D,$169.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-11d-unstrung-badminton-racket-red-js-11d,Victor Jetspeed 11D Unstrung Badminton Racket [Red] JS-11D,,,,,,,,,,,,,,,"ULTRA-THIN FRAME is 7% thinner than the frame of traditional rackets, helping improve the player’s swing speed while maintaining the stiffness and anti-torsion performance of the frame.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 10 Q Unstrung Badminton Racket,$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-10-badminton-racket-2017,"Victor Jet Speed 10 Badminton Racket is the highest-end of JETSPEED S series. Built with two cutting-edge technologies of PYROFIL and NANO FORTIFY, along with specialized small racket frame and thin shaft, JETSPEED S 10 is gifted with lightweight and sharp racket-handling experience. *Unstrung (some batches might come pre-strung) js10 | s10 | s 10 | js10q | 10 q | js-10q | js-10-q | jetspeed10 | jetspeed10q | 極速 | 勝利 |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 12 II (JS-12II-R) Unstrung Badminton Racket [Horizon Green],$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-12-ii-js-12ii-r-unstrung-badminton-racket-blue,Victor Jetspeed S 12 II (JS-12II-R) Unstrung Badminton Racket [Emerald Blue Green],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 12 M Unstrung Badminton Racket,$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-12-m-badminton-racket,"A new Speed racket engineered with the advanced Twin Epoxy Resin System (TERS), JS-12 comes with stiff frame and resilient shaft, offering easy controllability for net shots and massive force for sweeping movement, most suitable for fast players. made in Taiwan JS 12 m | S12 | Jet Speed S-12 | js12m | jetspeed 12 | jetspeed12m | 12m | js12 | j12m | badminton racket | 極速 | 勝利 |",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 12FTD UnStrung Badminton Racket [Light Rose Violet] JS-12FTD-J,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-12ftd-badminton-racket-light-rose-violet-js-12ftd-j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 12TD F Strung Badminton Racket [Blue] JS-12TD F,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-12td-f-badminton-racket-blue-js-12td-f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 800HT C Strung Badminton Racket [Black] JS-800HT C,$129.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s-800ht-c-strung-badminton-racket-black-js-800ht-c,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 20K Strung Badminton Racket JS-20-K,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-s20k-strung-badminton-racket-js-20-k,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed T1 Pro Unstrung Badminton Racket [Moonless Night],$129.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-t1-pro-unstrung-badminton-racket-moonless-night,"Enjoy smooth swings, excellent elasticity, and easy maneuverability with JS-T1PRO.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Some rackets come without base grips due to Victor's Free Core technology, and is distributed randomly. Choice of base grip is not available.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed T1 Strung Badminton Racket [JS-T1],$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-t1-strung-badminton-racket-white-js-t1-h,"Victor Jetspeed T1 Badminton Racket The FREE CORE handle provides a comfortable and smooth hitting experience, making it suitable for advanced players who enjoy playing doubles to execute drive and block shots.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Jetspeed S 12 II (JS-12 II F) Unstrung Badminton Racket [Blue],$239.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-jetspeed-victor-jetspeed-s-12-ii-js-12-ii-f-badminton-racquet,"With the advance of time, VICTOR decides to bring a brand new life to the JETSPEED S 12 series—the latest JETSPEED S 12 II is thus born. In continuation to the series’ classic concept of speed, the new racket has been innovated from the inside out to make each swing fast as lightning and help win each battle in a flash! High Resilience Modulus Graphite +TR＋ Nano Fortify TR＋ High Resilience Modulus Graphite + PYROFIL + 6.6 SHAFT Made in Taiwan The success of a racket relies on how easy to handle and comfortable the racket is. To achieve that, JS-12 II is designed with a lightweight 6.6mm shaft, which is 8% lighter than the previous 6.8mm shaft and also reduces the wind resistance by 2.9%. The strength of the frame is also improved by 17.5% with the help from NANOFORTIFY TR+ material.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor X Marvel Mjolnir Metallic Limited Badminton Racket,$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-mjolnir-metallic-limited-racket,"""VICTOR - Mjolnir METALLIC Limited Racket by VICTOR"", inspired by the iconic weapon of Thor, the Mjolnir. Show your power on the court!","Mjolnir METALLIC Limited Racket by VICTOR"", inspired by the iconic weapon of Thor, the Mjolnir. Show your power on the court!",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor ST-1200 Badminton Racket,$14.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-st-1200-badminton-racket,Weight: 110g Length: 65.5cm Composition: Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.5cm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110g,,,
Victor ST 1800 Badminton Racket,$19.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-st-1800-badminton-racket,"Made out of Aluminum head, steel shaft. Durable starter beginner racket. Good choice for outdoor play and school use. School badminton Racket | st-1800",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor ST-2000 Badminton Racket,$24.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-st-2000-badminton-racket,Victor ST-2000 Badminton Racket Weight: 90-100g Frame: Aluminum Shaft: Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90-100g,,,
Victor Thruster K 15II H Untrung Badminton Racquet [Dark Gray] TK-15II H,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-15ii-h-unstrung-badminton-racquet-gray-tk-15ii-h,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster F C Ultra X Unstrung Racket [Fortuna Gold],$289.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-f-c-ultra-x-unstrung-racket-fortuna-gold,Victor TK-F C Ultra X Unstrung Racket [Fortuna Gold],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"are rearranged and integrated based on computer simulation to optimize the hitting, frame characteristics, and overall performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
