name,price,url,description_intro,"""VICTOR",***FREE***,***PREORDER,*NEW RELEASE,- EFFORTLESS SHUTTLE FLIGHT WITH EASY SWING AND POWER,20,3U BADMINTON RACKET,3U: MAXIMUM RECOMMENDED TENSION,4U: MAXIMUM RECOMMENDED TENSION,6.4MM SLIM SHAFT STRUCTURE,6.6MM HIGH ELASTIC SLIM CONTROL SHAFT,6.6MM HIGH ELASTIC SLIM SHAFT,6.8MM SLIM SHAFT,<<<DISCONTINUED LEGACY ITEM,A DESIGN BREAKTHROUGH,ADVANCED CARBON FIBER CONSTRUCTION,AERODYNAMIC CROSS-SECTION SYSTEM,AERODYNAMIC CROSS-SECTION SYSTEM & LOW WIND RESISTANCE FRAME,AERODYNAMIC FRAME PROFILE,AGILE & FLEXIBLE DESIGN,ARS-LF80 | ARS,BALANCE,BALANCE POINT,BOOST,BOX FRAME DESIGN,CASE,CAUTION,CHARACTERISTICS,CLASSIC BRAVESWORD BALANCE AND FEEL,COLOR,COMBAT,COMPOSITION,COMPOUND-SWORD,COMPREHENSIVE SHOCK ABSORPTION,CONICAL DYNAMIC TAPER SHAFT,CONICAL FRAME,DESCRIPTIONS,DESIGNED FOR,"DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC","DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERODYNAMIC",DRIVE,DYNAMIC FRAME,DYNAMIC FRAME SYSTEM,ELASTIC REBOUND SYSTEM,ELASTIC SHAFT & SHAFT TORSION CONTROL,ETA,EXPLOSIVE TAPER,FLEX,FRAME,FRAME MATERIAL,FRAME SHAPE,FREE CORE,FRTP TECH,FULL LENGTH,GIFT BOX INCLUDE,GIFT BOX INCLUDES,GRAVITY TRANSFER SYSTEM,GRIP,GRIP LENGTH,GRIP SIZE,HARD CORED TECHNOLOGY,HARD WIND WHEEL FRAME,HARD-CORED TECHNOLOGY,HDF SHOCK ABSORPTION SYSTEM / CUBIC LOCKING,HIGH DENSITY COMPOSITE SHOCK ABSORPTION SYSTEM,HIGH ELASTIC CARBON FIBER (FRAME & SHAFT MATERIAL),HIGH-DENSITY SHOCK ABSORPTION SYSTEM,HIGHLIGHTS,HOT MELT TECHNOLOGY,HYBRID-ON,INCLUDES,INNOVATIVE NANO RESIN TECHNOLOGY,INSPIRED BY THE MARVEL SUPERHERO,INSTINCT,ISOMETRIC,JOINT,KEYWORD,LAUNCH DATE,LENGTH,LOW WIND RESISTANCE FRAME,MADE IN,MATERIAL,MAXIMUM RACKET TENSION,METALLIC CARBON FIBER,MULTI-DIMENSIONAL COMPOSITE CONTROL SYSTEM,MUSCLE POWER FRAME,NET QUANTITY,NEXT-GEN FRAME,NOTE,OTHERS,OVERALL LENGTH,PLAYER LEVEL,PLAYER TYPE,POWER-BIASED CONTROL DESIGN,POWERBOX,POWERRING,PREORDER ONLY,PRESSURE SHOCK ABSORPTION SYSTEM,PRODUCT,PRODUCT CODE,PRODUCT LAUNCH DATE,PRODUCT RANGE,PRODUCT TYPE,PYROFIL,RACKET CASES CAN BE PURCHASED HERE,RACKET GRIP SIZE,REBOUND-TRANSITION CONSTRUCTION,RECOMMENDED STRING TENSION,RELEASE,RELEASE DATE,SET INCLUDES,SEVENTYSIX-76,SHAFT,SHAFT FLEXIBILITY,SHAFT MATERIAL,SHAFT THICKNESS,SHAFT THICKNESS MM,SHOCK ABSORPTION HANDLE & DUAL/COMPOSITE SHOCK ABSORPTION SYSTEM,SOFT FLEX SHAFT,SOLID HYPER-ELASTIC SHAFT,SONIC-REBOUND TECHNOLOGY,SPEAR 93 BADMINTON RACKET,STABLE TAPER CONE,STIFFNESS,STRING,STRING TENSION,STRING TENSION LBS,STRINGING SERVICE,STRINGING TENSION,STRINGS,STYLE CODE,TENSION,"THE ""YINGCREDIBLE",THE COMPOUND FRAME DESIGN CAN BE DIVIDED INTO THREE MAJOR PARTS,THE NEW LI-NING AXFORCE 100,THE NEW LI-NING AXFORCE 100 (AYPV039),TOUGH STRUCTURE,"TRI-FORMATION: DIFFERENT FRAME STRUCTURES-INCLUDING POWER-BOX, DIAMOND, AERO, AND AERDYNAMIC",TYPE,ULTRA-LIGHTWEIGHT CONSTRUCTION,VICTOR BRAVE SWORD TECHNOLOGY SUPER INSIDER WAVE TECHNOLOGY COMBINED WITH BRAVE SWORD TECHNOLOGY,"VICTOR｜ULTRAMAN COLLECTION FEATURES AN COLLABORATION SERIES OF RACKETS, SHOES, BAGS, APPAREL, AND ACCESSORIES",WEIGHT,WEIGHT / GRIP SIZE,WES,WORLD WIDE LAUNCH DATE
Victor Thruster K Falcon Enhanced Edition Unstrung Racket [Black],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-f-enhanced-edition-racket-black-yumo-pro-shop,"TK-F Enhanced Edition embodies the essence of the efforts made by the R&D team for the past two years. Both of its balance point and swing weight are lighter than the first generation of TK-F, thus further delivering a more comfortable hitting experience. What’s more, the elastic racket frame and stronger shaft make the change of direction smoother, which helps achieve accurate and powerful smashes and incredible controllability. Fully upgraded inside and out, TK-F Enhanced Edition is going to help you make more aggressive attacks and fight for victory! Frame Material Shaft Material High Resilient Modulus Graphite + PYROFIL + 6.5 SHAFT Stiffness Balance Weight / Grip Size 3U / G5 4U / G5 Made in Taiwan",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster F 隼 Ultra Unstrung Racket [Black],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-f-ultra-unstrung-racket-black,"TEAMVICTOR appointed rackets for Muhammad Ahsan, Tan Kian Meng",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"are rearranged and integrated based on computer simulation to optimize the hitting, frame characteristics, and overall performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 15L Unstrung Badminton Racquet [TK-15L O],$129.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-15l-pre-strung-badminton-racquet,"Racket case NOT included POWER BOX: The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 15L Unstrung Badminton Racquet [Turquoise] TK-15L U,$129.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-15l-pre-strung-badminton-racquet-tk-15l-u,"POWER BOX: The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 1H H Pre-Strung Badminton Racket,$79.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-1h-h-badminton,Weight / Grip Size: 86g (4U) G5 String tension LBS: ≦ 33 lbs (15Kg) Frame Material: Graphite + Resin Shaft Material: Graphite + Resin + 7.0 SHAFT Stiffness: Flexible Made in China,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite + Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite + Resin + 7.0 SHAFT,,,,,,,,,Flexible,,,≦ 33 lbs (15Kg),,,,,,,,,,,,,,,,,86g (4U) G5,,
Victor Thruster K 280EX Strung Badminton Racket TK-280EX,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-280ex-strung-badminton-racket-tk-280ex,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 3299 Strung Badminton Racket,$49.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-3299-strung-badminton-racket,Weight: 90~100g Frame Material: Aluminum Shaft Material: Graphite + Resin Made in China Thruster K | HMR | TK | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK3299 | TK-3299 | TK 3299 | thrusterk3299 | thruster k 3299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite + Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,90~100g,,,
Victor Thruster K 3399F Strung Badminton Racket [Blue],$49.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-3399f-strung-badminton-racket,Length: 675mm Weight: 90~100g Frame Material: Aluminum Shaft Material: Graphite + Resin Made in China Thruster K | HMR | TK | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK3399F | TK-3399F | TK 3399 F | thrusterk3399 | thruster k 3399,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aluminum,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675mm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Graphite + Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,90~100g,,,
Victor Thruster K 500 Unstrung Badminton Racket [Bushi Black] TK-T500-C,$117.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-500-strung-badminton-racket-black-tk-t500-c,"Continuing the hard-core physical properties of the Tank series, the box-shaped frame introduces a strong layering system, making the attack more solid. The Biolo carbon fiber mid-tube is equipped with WES, which can unleash a powerful attack.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR Thruster K 66 (ultra light) (66 grams) TK-66 Q Unstrung [Deep Pink],$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-66-ultra-light-66-grams-tk-66-q-yellow-pink,"Color: Pink , Dark Night Green , Yellow/Pink , Light Pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pink , Dark Night Green , Yellow/Pink , Light Pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR Thruster K 66 (ultra light) (66 grams) TK-66 Y Unstrung [Light Pink],$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-66-ultra-light-66-grams-tk-66-y-light-pink,"Color: Pink , Dark Night Green , Yellow/Pink , Light Pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Pink , Dark Night Green , Yellow/Pink , Light Pink",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 7U Unstrung Badminton Racket [Pink/Purple] TK-7U T,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-7u-badminton-racket-pink-purple-tk-7u-t,"High Resilience Graphite +Nano Resin +Fiber Reinforced System(FRS) High Resilience Graphite +Nano Resin +7.0 SHAFT POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 7U Badminton Racket [Glazed Blue] TK-7U F,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-7u-badminton-racket-tk-7u-f,"High Resilience Graphite +Nano Resin +Fiber Reinforced System(FRS) High Resilience Graphite +Nano Resin +7.0 SHAFT Made in China POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 7U Unstrung Badminton Racket [Aquamarine] TK-7U R,$139.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-7u-badminton-racket-tk-7u-r,"High Resilience Graphite +Nano Resin +Fiber Reinforced System(FRS) High Resilience Graphite +Nano Resin +7.0 SHAFT Made in China POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. NANO TEC:",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K 816CL Strung Badminton Racket [Green] TK-816CL-R,$44.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-816cl-strung-badminton-racket-green-tk-816cl-r,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K Hammer Light Extra Strung Badminton Racket [TK-HMRL-EX],$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-hammer-light-extra-strung-badminton-racket-tk-hmrl-ex,"Product Description ≦28 lbs(12.5kg) ≦27 lbs(12kg) Graphite + Resin Made in China Racket case NOT included POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Thruster K | HMRl | TK light extra | Light | HMR light extra | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK-HMR L EX A | TK-HMR L EX H | TKHMRLEXA | TKHMRLEXH | Thurster K Hammer Light extra | TK-HMRL-EX-A | TK-HMRL-EX-H | 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K HMR L/V Unstrung Badminton Racket [Wheat],$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-hmr-l-v-unstrung-badminton-racket-wheat,"6U:≤27 lbs(12Kg) Graphite + Resin POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Thruster K | HMR | TK light | Light | HMR light | badminton racket | 勝利 | 突擊 | Victor | Intermediate | Wheat | TK-HMR L V | TKHMRLV | TK HMR L V | Thurster K Hammer Light | TK-HMRL-V | 2022",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K HMR PRO Strung Badminton Racket [TK-HMR-PRO],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-hmr-pro-strung-badminton-racket-tk-hmr-pro,"An upgraded version of the classic THRUSTER Hammer racket! Introducing FIBER REINFORCED SYSTEM into the POWER BOX frame enhances durability and resistance to high tension. The combination of a 6.8 shaft and FREE CORE handle ensures a comfortable handling sensation while maximizing attack angles. Product Description 4U/G5; 5U/G5 ≦32 lbs(14.5kg; ≦31 lbs(14kg) Racket case NOT included POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. FREE CORE Designed by computer simulation and aided with the adoption of injection moulding technique, this revolutionized handle style allows the shaft to move more freely, which can not only make swings smoother but also improve overall handling experience. Thruster K | HMRl | TK light extra | Light | HMR light extra | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK-HMR L EX A | TK-HMR L EX H | TKHMRLEXA | TKHMRLEXH | Thurster K Hammer Light extra | TK-HMRL-EX-A | TK-HMRL-EX-H | 2024",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K HMRL Chocolate Strung Badminton Racket [Chocolate Brown] TK-HMRL-CHOCOLATE,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-hmrl-chocolate-strung-badminton-racket-chocolate-tk-hmrl-chocolate-w,"Product Description ≦ 28 lbs(12.5kg) Graphite + Resin Technologies POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. SEVEN SIX: The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. Thruster K | HMRL | TK light | Light | HMR light | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK-HML CHOCOLATE| TKHMRLCHOCOLATE | TK HMRL CHOCOLATE| Thurster K Hammer Light | TK-HMRL-CHOCOLATE-W | 2025 | CHOCOLATE | TKHMRLCHOCOLATEW",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K HMRL Jelly Strung Badminton Racket [Jelly Color] TK-HML-JELLY-MI,$89.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-hmrl-jelly-strung-badminton-racket-blue-pink-tk-hml-jelly-mi,"The TK-HMRL Jelly is named and designed with themed colors to create a highly recognizable feature, bringing a fresh highlight to HAMMER LIGHT series rackets. Product Description ≦ 28 lbs(12.5kg) Graphite + Resin Technologies POWERBOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. SEVEN SIX: The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. Thruster K | HMRL | TK light | Light | HMR light | badminton racket | 勝利 | 突擊 | Victor | Intermediate | TK-HMRL JELLY | TKHMRLJELLY | TK HMRL JELLY | Thurster K Hammer Light | TK-HMRL-JELLY-MI | 2025 | JELLY",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICTOR Thruster-K Light Fighters 30 Strung (Ultra Light),$79.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-light-fighters-30-ultra-light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K Onigiri Pro Unstrung Badminton Racket [Blue Green] TK-Onigiri-Pro-U,$199.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-onigiri-pro-badminton-racket-tk-onigiri-pro-u,"Victor Thruster K Onigiri Pro Badminton Racket [TK-Onigiri-Pro-U] The VICTOR THRUSTER Onigiri PRO badminton racket incorporates high-modulus carbon fiber and a slim frame design, resulting in enhanced offensive efficiency. Product Spec",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K R Unstrung Badminton Racket [Cackatoo Green] TK-R,$149.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-r-unstrung-badminton-racket-white-tk-r,Victor Thruster K R Unstrung Badminton Racket [Cackatoo Green] TK-R,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster K RYUGA TD D Unstrung badminton Racket [Flame Red],$99.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-k-ryuga-td-d-unstrung-badminton-racket-flame-red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA-II PRO CPS Capsule Collection Unstrung badminton Racket [Grape],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-ii-pro-cps-unstrung-badminton-racket-grape,"VICTOR Capsule Collection — a fresh fusion of minimalism, popular gear and eye-catching colors. Available in five distinctive shades: Flamingo Pink, Grape Purple, Milk White, Iceberg Blue, and Mystery Black. With its minimalist yet bold design, it brings a fresh visual impact to badminton style. 3U/G5 4U/G6 ≦32 lbs(14.5kg) ≦31 lbs(14kg) Shaft Material: Power BOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Pyrofil Pyrofil carbon fiber and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bounds ultra-light offfers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA-II PRO Unstrung badminton Racket [Mazarine Blue],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-ii-pro-unstrung-badminton-racket-mazarine-blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA II Unstrung Badminton Racket [Purple/Black] TK-RYUGA II J,$249.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-ii-unstrung-badminton-racket-purple-black-tk-ryuga-ii-j,"3U/G5 4U/G5 3U:≦32 lbs(14.5kg) 4U:≦31 lbs(14kg) Shaft Material: Made in China Power BOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Seven Six The single-pass grommet hole construction creates less friction between strings, this effectively reduces tension loss, while extending string life. Pyrofil Pyrofil carbon fiber and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bounds ultra-light offfers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sept 2022,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster Ryuga Junior Strung Badminton Racket [Purple] TK-RYUGA-JR-J,$54.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-junior-strung-badminton-racket-purple-tk-ryuga-jr-j,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA Metallic CPS Capsule Collection Unstrung badminton Racket [Flamingo],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-metallic-cps-unstrung-badminton-racket-flamingo,"VICTOR Capsule Collection — a fresh fusion of minimalism, popular gear and eye-catching colors. Available in five distinctive shades: Flamingo Pink, Grape Purple, Milk White, Iceberg Blue, and Mystery Black. With its minimalist yet bold design, it brings a fresh visual impact to badminton style. 3U/G5 4U/G5 ≦32 lbs(14.5kg) ≦31 lbs(14kg) Shaft Material: Power BOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Pyrofil Pyrofil carbon fiber and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bounds ultra-light offfers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA Metallic Unstrung badminton Racket [Black],$269.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-metallic-unstrung-badminton-racket-black,"3U/G5 4U/G5 ≦32 lbs(14.5kg) ≦31 lbs(14kg) Shaft Material: Power BOX The box-shaped design effectively increases the stability and anti-torque, can stand higher string tension. Pyrofil Pyrofil carbon fiber and its composites, are advanced high-performance materials from Japan. The characteristic of high intensity bounds ultra-light offfers racket excellent shock-absorption and enhances control.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor Thruster RYUGA MUSE Unstrung badminton Racket [Blue] TK-RYUGA-MUSE-F,$209.99 CAD,https://yumo.ca/collections/badminton-rackets/products/victor-thruster-ryuga-muse-unstrung-badminton-racket-f,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
